timestamp,rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,label
1680684127000,0,-1.56905949545967,9.55499773710191,-1.61918103772081,-0.0018325958,-0.019242255,0.036651913,14.862872,-92.53476,1.7464038,STD
1680689125000,0.004998,-1.56594118378561,9.55259903774086,-1.61462350643013,0.0027488936,-0.018325957,0.028710667,14.906167,-92.49273,1.5888838,STD
1680694165000,0.010038,-1.56279666781177,9.55018018124233,-1.61002767655717,-0.0018325958,-0.020463986,0.022907447,14.952542,-92.46083,1.4363877,STD
1680699116000,0.014989,-1.55970767999699,9.54780403867799,-1.60551300320379,-0.006414085,-0.027183503,0.024129177,14.999835,-92.44143,1.286358,STD
1680704128000,0.020001,-1.55658063355634,9.54539862027112,-1.60094270571901,-0.011301007,-0.024740042,0.01985312,15.044864,-92.430534,1.1359144,STD
1680709182000,0.025055,-1.55342738281591,9.54297304472675,-1.59633410965196,-0.0061086523,-0.014966198,0.022907447,15.089675,-92.43317,0.9906206,STD
1680714132000,0.030005,-1.55033901891303,9.54059738209427,-1.59182034816959,-0.01038471,-0.008246681,0.024129177,15.134471,-92.441605,0.8462424,STD
1680719123000,0.034996,-1.54722507462227,9.53820204225613,-1.58726919997595,-0.0021380284,-0.0009162979,0.02107485,15.176175,-92.46433,0.7042507,STD
1680724135000,0.040008,-1.54409802818161,9.53579662384926,-1.58269890249117,-0.013439035,0.0061086523,0.026572637,15.21609,-92.490036,0.5677022,STD
1680729131000,0.045004,-1.54098096433135,9.5333988843519,-1.57814319494249,-0.012217305,0.005192355,0.034513887,15.256134,-92.52918,0.433517,STD
1680734122000,0.049995,-1.53786702004059,9.53100354451377,-1.57359204674885,-0.018936822,0.0061086523,0.034513887,15.293578,-92.56975,0.30122298,STD
1680739130000,0.055003,-1.53474246924754,9.52860004583427,-1.5690253967481,-0.015271631,0.016187929,0.035124753,15.328746,-92.61997,0.17387041,STD
1680745183000,0.061056,-1.53096593051943,9.52569501837681,-1.56350584154552,-0.021685716,0.010995574,0.024740042,15.367846,-92.670616,0.04552748,STD
1680749093000,0.064966,-1.52852643499211,9.52381848486307,-1.55994042590995,-0.018020526,-0.0036651916,0.026267206,15.40694,-92.72989,-0.076919906,STD
1680754125000,0.069998,-1.52538691031346,9.52140346781929,-1.55535189100504,-0.022602014,-0.0030543262,0.0290161,15.443026,-92.78905,-0.19953328,STD
1680759177000,0.07505,-1.5229318715166,9.51993179045606,-1.55162575927858,-0.021685716,-0.004581489,0.03604105,15.483953,-92.854126,-0.31846088,STD
1680764128000,0.080001,-1.52435356259982,9.52372296502853,-1.55281049978611,-0.02687807,-0.0009162979,0.032375857,15.523051,-92.91936,-0.43737805,STD
1680769134000,0.085007,-1.52579104706006,9.52755625525471,-1.55400840141825,-0.03268129,0.0015271631,0.036957346,15.50048,-92.99458,-0.5707101,STD
1680774138000,0.090011,-1.52722795721568,9.53138801400258,-1.55520582446403,-0.028710667,0.0009162979,0.03756821,15.478371,-93.07473,-0.7035349,STD
1680779130000,0.095003,-1.52866142154358,9.53521058388054,-1.55640037599172,-0.02321288,0.007330383,0.03481932,15.454319,-93.15633,-0.83325773,STD
1680784125000,0.099998,-1.53009574732842,9.53903545097598,-1.55759564539894,-0.0290161,0.010995574,0.04062254,15.432094,-93.237274,-0.95784676,STD
1680789130000,0.105003,-1.53153294463634,9.54286797546301,-1.5587933077379,-0.01038471,0.017104227,0.034513887,15.407851,-93.32923,-1.0839589,STD
1680794169000,0.110042,-1.53297990512278,9.54672653508141,-1.5599991060448,-0.004581489,0.0070249503,0.032986723,15.388077,-93.416374,-1.2048517,STD
1680799119000,0.114992,-1.5344013090537,9.55051694391473,-1.56118360725915,-0.014049901,0.014660766,0.032070424,15.362137,-93.505714,-1.3244913,STD
1680804122000,0.119995,-1.53583793205701,9.55434793692343,-1.56238079101176,-0.013133603,0.02107485,0.02687807,15.340025,-93.60038,-1.4435681,STD
1680809153000,0.125026,-1.53728259532498,9.55820037062857,-1.56358467497326,-0.0106901415,0.016798794,0.03390302,15.319682,-93.691795,-1.5571007,STD
1680814069000,0.129942,-1.53869423607738,9.5619647443305,-1.56476104021968,-0.013439035,0.026267206,0.032070424,15.294063,-93.78375,-1.6719643,STD
1680819128000,0.135001,-1.54014693961001,9.56583861873207,-1.56597162439007,-0.01160644,0.028099801,0.021991149,15.27251,-93.87749,-1.7851132,STD
1680824131000,0.140004,-1.54158356261332,9.56966961174078,-1.56716880814268,-0.014966198,0.030543262,0.027488936,15.249022,-93.96698,-1.8919259,STD
1680829126000,0.144999,-1.54301788839815,9.57349447883622,-1.5683640775499,-0.01160644,0.025961773,0.027794369,15.2274685,-94.0601,-2.0009425,STD
1680834123000,0.149996,-1.5444527884876,9.57732087740997,-1.56955982554346,-0.015577064,0.024129177,0.020463986,15.20509,-94.15025,-2.1083057,STD
1680839141000,0.155014,-1.54589371877555,9.58116335650605,-1.57076059869369,-0.008552114,0.015882496,0.027183503,15.186791,-94.241066,-2.2096372,STD
1680844152000,0.160025,-1.54733263899733,9.58500047542802,-1.5719596967917,-0.009468411,0.011911872,0.01985312,15.168075,-94.33131,-2.3149164,STD
1680849165000,0.165038,-1.54877213352373,9.58883912582831,-1.57315927347606,-0.010995574,0.007941248,0.02107485,15.152612,-94.41984,-2.413948,STD
1680854124000,0.169997,-1.55019612182543,9.59263642631405,-1.57434592832899,-0.010995574,0.012217305,0.021991149,15.136379,-94.50866,-2.5130515,STD
1680859177000,0.17505,-1.5516471024442,9.59650570628067,-1.57555507674033,-0.011301007,-0.004581489,0.026572637,15.127977,-94.59521,-2.6092489,STD
1680864136000,0.180009,-1.5530710907459,9.60030300676641,-1.57674173159326,-0.025350908,0.007941248,0.03023783,15.110543,-94.6774,-2.7028747,STD
1680869125000,0.184998,-1.55450369361688,9.6041232794269,-1.57793556524142,-0.03176499,0.0036651916,0.029626964,15.1032295,-94.76013,-2.7951882,STD
1680874122000,0.189995,-1.55593859370634,9.60794967800066,-1.57913131323499,-0.023518313,0.010995574,0.032986723,15.089693,-94.84064,-2.8830464,STD
1680879123000,0.194996,-1.55737464240503,9.61177913953105,-1.58032801840125,-0.020463986,0.011911872,0.027488936,15.079537,-94.91903,-2.9720452,STD
1680884134000,0.200007,-1.55881356262681,9.61561625845302,-1.58152711649926,-0.0290161,0.019242255,0.026267206,15.066118,-94.99423,-3.0568643,STD
1680889123000,0.204996,-1.56024616549779,9.61943653111351,-1.58272095014742,-0.036651913,0.019547688,0.027183503,15.0549,-95.069756,-3.1410394,STD
1680894164000,0.210037,-1.56169370028885,9.62329662221023,-1.58392722704067,-0.034513887,0.025961773,0.029321533,15.040371,-95.144424,-3.223245,STD
1680899202000,0.215075,-1.56314037362298,9.62715441608947,-1.58513278605439,-0.046120327,0.019242255,0.034513887,15.030121,-95.21251,-3.3029146,STD
1680904112000,0.219985,-1.56455029146153,9.63091419535646,-1.58630771554176,-0.040317107,0.027183503,0.036957346,15.014363,-95.28394,-3.380714,STD
1680909170000,0.225043,-1.56600270784184,9.63478730401887,-1.58751806041898,-0.043982297,0.014660766,0.036651913,15.006929,-95.34926,-3.456819,STD
1680914128000,0.230001,-1.56742640899123,9.63858383876545,-1.58870447597873,-0.04795292,0.009773844,0.031154128,14.995488,-95.41525,-3.5318832,STD
1680919119000,0.234992,-1.56885958616683,9.64240564290426,-1.58989878821325,-0.04184427,0.015577064,0.029321533,14.985099,-95.48098,-3.6045492,STD
1680924111000,0.239984,-1.57029305049474,9.64622821278222,-1.59109333974094,-0.03756821,0.039095376,0.02687807,14.971345,-95.545586,-3.6772234,STD
1680929126000,0.244999,-1.57173311932576,9.65006839466083,-1.59229339501164,-0.032070424,0.053145275,0.032375857,14.959215,-95.609535,-3.7467706,STD
1680934127000,0.25,-1.57316916802445,9.65389785619122,-1.59349010017791,-0.03390302,0.06352998,0.038789943,14.941894,-95.672,-3.8148832,STD
