timestamp,rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,label
2445388051000,0,-1.52504378388501,9.76368029170584,-0.928153728223934,-0.026267206,-0.00030543262,0.010079277,328.24765,-43.002853,-23.860086,STD
2445392302000,0.004251,-1.52453615473886,9.76469554575766,-0.93333152812867,-0.026267206,0.004276057,0.009773844,328.038,-43.578617,-23.741577,STD
2445397286000,0.009235,-1.52394099509069,9.76588586008235,-0.939402136156242,-0.03390302,-0.0012217305,0.015577064,327.8332,-44.148422,-23.616922,STD
2445402348000,0.014297,-1.52333652114625,9.76709480292175,-0.945567749686653,-0.025350908,0.007330383,0.015882496,327.6299,-44.71478,-23.495834,STD
2445407291000,0.01924,-1.52274625747432,9.76827532533486,-0.95158841892427,-0.027488936,0.0125227375,0.005497787,327.4344,-45.26956,-23.3732,STD
2445412305000,0.024254,-1.52214751540451,9.7694728044729,-0.957695567529857,-0.032375857,0.011301007,0.0076358155,327.24054,-45.821274,-23.247211,STD
2445417321000,0.02927,-1.52154853450659,9.77067076126516,-0.963805152173978,-0.03390302,0.008246681,0.0125227375,327.0521,-46.365494,-23.122683,STD
2445422304000,0.034253,-1.52095349427247,9.77186083676274,-0.969874542182283,-0.035430185,0.0018325958,0.01160644,326.87012,-46.90138,-22.997458,STD
2445427294000,0.039243,-1.52035761813997,9.7730525840501,-0.975952458325457,-0.03940081,0.005192355,0.0143553335,326.68954,-47.431095,-22.870905,STD
2445432279000,0.044228,-1.51976233907774,9.7742431372019,-0.982024284372296,-0.028710667,0.005497787,0.0106901415,326.5173,-47.95602,-22.743942,STD
2445437311000,0.04926,-1.51916144755494,9.77544491522795,-0.988153357324691,-0.03359759,0.004276057,0.003970624,326.34927,-48.46964,-22.61705,STD
2445442301000,0.05425,-1.51856557142244,9.77663666251531,-0.994231273467866,-0.025961773,0.009773844,0.007941248,326.18274,-48.983105,-22.489447,STD
2445447289000,0.059238,-1.51796993411805,9.77782793214844,-1.00030675357251,-0.029626964,0.017104227,0.008246681,326.0224,-49.48435,-22.364157,STD
2445452408000,0.064357,-1.51735865357251,9.77905048813321,-1.00654179420115,-0.026572637,0.015577064,0.008552114,325.8667,-49.98281,-22.237299,STD
2445457760000,0.069709,-1.51671954955224,9.780328690835,-1.01306063331904,-0.023518313,0.020158553,0.01282817,325.71124,-50.47437,-22.111565,STD
2445462303000,0.074252,-1.51617705150215,9.78141368240343,-1.01859409484979,-0.018325957,0.014660766,0.013439035,325.56165,-50.973774,-21.974684,STD
2445467301000,0.07925,-1.51558022005721,9.78260734030768,-1.0246817551471,-0.01863139,0.015271631,0.004581489,325.4147,-51.464973,-21.840824,STD
2445472303000,0.084252,-1.51498291095605,9.78380195352038,-1.03077428752148,-0.0290161,0.013133603,0.011301007,325.27176,-51.95107,-21.701958,STD
2445477295000,0.089244,-1.51438679599544,9.78499417846197,-1.03685463970319,-0.03268129,0.0143553335,0.015882496,325.13403,-52.42999,-21.566593,STD
2445482284000,0.094233,-1.51379103927699,9.78618568692222,-1.04293133782709,-0.03145956,0.005497787,0.012217305,325.00418,-52.900665,-21.430159,STD
2445487327000,0.099276,-1.5131888341996,9.78739009204649,-1.04907380899143,-0.03268129,0.0015271631,0.009773844,324.87616,-53.36423,-21.293695,STD
2445492301000,0.10425,-1.51259486869197,9.78857801810007,-1.05513223682633,-0.03145956,0.0027488936,0.016493361,324.75256,-53.82291,-21.155888,STD
2445497281000,0.10923,-1.51200018670002,9.78976737711631,-1.06119797277683,-0.03726278,-0.0012217305,0.010079277,324.638,-54.270332,-21.021263,STD
2445502315000,0.114264,-1.51139905634911,9.79096963279658,-1.06732948176776,-0.022602014,0.00030543262,0.010995574,324.5237,-54.71845,-20.884848,STD
2445507302000,0.119251,-1.51080353845878,9.79216066360261,-1.07340374385313,-0.030848695,0.009468411,0.013133603,324.4133,-55.152576,-20.750992,STD
2445512299000,0.124248,-1.51020682642789,9.79335408267975,-1.07949018613118,-0.046120327,0.0125227375,0.013133603,324.30835,-55.58158,-20.617632,STD
2445517290000,0.129239,-1.50961083088134,9.79454606879422,-1.08556932029362,-0.038789943,0.014966198,0.013133603,324.20474,-56.007607,-20.48576,STD
2445522307000,0.134256,-1.50901173056936,9.79574426441359,-1.09168012295701,-0.040011674,0.014660766,0.0106901415,324.1053,-56.421375,-20.355465,STD
2445527515000,0.139464,-1.50838982217296,9.7969880760113,-1.09802356730043,-0.038179077,0.0143553335,0.010995574,324.00864,-56.831474,-20.225742,STD
2445532291000,0.14424,-1.50781950064814,9.79812871429676,-1.10384082732043,-0.040011674,0.01740966,0.0070249503,323.91583,-57.23285,-20.099108,STD
2445537300000,0.149249,-1.5072213556486,9.79932499929924,-1.10994188582968,-0.03145956,0.013439035,0.0067195175,323.8282,-57.63125,-19.971556,STD
2445542299000,0.154248,-1.50662440478961,9.8005188960306,-1.11603076414626,-0.031154128,0.017715093,0.00061086525,323.74234,-58.01929,-19.84899,STD
2445547280000,0.159229,-1.5060296033836,9.80170849387396,-1.12209771811603,-0.036957346,0.009162978,0.002443461,323.66367,-58.40295,-19.723476,STD
2445552419000,0.164368,-1.50541593455696,9.80293582640096,-1.12835711913001,-0.03390302,0.00061086525,0.006414085,323.58786,-58.781624,-19.600618,STD
2445557333000,0.169282,-1.50482913389261,9.80410942282783,-1.13434246580888,-0.023518313,0.005192355,0.0030543262,323.5149,-59.15341,-19.480904,STD
2445562298000,0.174247,-1.50423624311148,9.8052951994374,-1.14038993147037,-0.019242255,0.007330383,0.006414085,323.44696,-59.520355,-19.358324,STD
2445567290000,0.179239,-1.50364012815087,9.80648742437898,-1.14647028365208,-0.01740966,0.013744468,0.003970624,323.381,-59.88116,-19.240396,STD
2445572340000,0.184289,-1.50303708717509,9.80769350129304,-1.15262128095129,-0.028405234,0.0061086523,0.0076358155,323.32053,-60.23579,-19.119883,STD
2445577344000,0.189293,-1.50243953924582,9.80888859215996,-1.1587162493642,-0.022296581,0.005497787,0.00061086525,323.26105,-60.58595,-19.005617,STD
2445582335000,0.194284,-1.50184354369927,9.81008057827443,-1.16479538352665,-0.02565634,-0.0015271631,0.002443461,323.20718,-60.92814,-18.887793,STD
2445587344000,0.199293,-1.50124539869973,9.81127686327691,-1.1708964420359,-0.021685716,-0.0018325958,0.0070249503,323.1552,-61.266476,-18.77308,STD
2445592337000,0.204286,-1.50064916432506,9.81246932704561,-1.17697801223687,-0.024129177,-0.0067195175,0.008246681,323.10965,-61.596596,-18.658882,STD
2445597629000,0.209578,-1.50001722514807,9.8137332001207,-1.18342377019873,-0.022296581,-0.018020526,0.005497787,323.06888,-61.92278,-18.54522,STD
2445602440000,0.214389,-1.49944272413134,9.81488219735507,-1.18928366089308,-0.023518313,-0.025045475,0.0036651916,323.0309,-62.24247,-18.432383,STD
2445607388000,0.219337,-1.49885186338914,9.81606391390373,-1.19531042022704,-0.03268129,-0.017715093,0.0106901415,322.99426,-62.556404,-18.319681,STD
2445612340000,0.224289,-1.49826052499071,9.81724658576085,-1.20134205163806,-0.03145956,-0.011911872,0.017104227,322.963,-62.866207,-18.208233,STD
2445617348000,0.229297,-1.49766249940523,9.81844263193622,-1.20744189212804,-0.030543262,-0.02443461,0.007941248,322.93845,-63.166832,-18.099518,STD
2445622343000,0.234292,-1.49706602620245,9.81963557335914,-1.21352589836755,-0.02565634,-0.008857546,0.01160644,322.90494,-63.466854,-17.990507,STD
2445627337000,0.239286,-1.49646967241373,9.82082827595494,-1.2196086865878,-0.037873644,-0.008857546,0.015882496,322.890794162833,-63.6130471312262,-17.9370280432086,STD
2445632341000,0.24429,-1.49587212448447,9.82202336682186,-1.22570365500071,-0.02687807,0.01160644,0.01985312,322.87662,-63.759533,-17.883442,STD
2445637330000,0.249279,-1.49527636776602,9.82321487528211,-1.23178035312462,-0.03970624,0.013439035,0.02076942,322.85202,-64.04477,-17.778563,STD
2445642334000,0.254283,-1.49467881983676,9.82440996614903,-1.23787532153753,-0.041233405,0.012217305,0.018325957,322.82452,-64.32773,-17.67551,STD
2445647321000,0.25927,-1.49408330194642,9.82560099695506,-1.24394958362291,-0.040011674,0.02321288,0.017104227,322.7952,-64.603874,-17.574638,STD
2445652420000,0.264369,-1.49316784958294,9.83028071454504,-1.23379307326626,-0.042455133,0.021685716,0.029321533,322.77115,-64.8761,-17.47096,STD
2445657381000,0.26933,-1.4922175064389,9.83550758695217,-1.22072584511232,-0.05467244,0.015882496,0.02565634,322.7491,-65.13811,-17.373985,STD
2445662338000,0.274287,-1.49126792954614,9.8407302449893,-1.20766915292141,-0.041233405,0.01160644,0.02565634,322.70612,-65.45744,-17.261658,STD
2445667317000,0.279266,-1.49031413827136,9.84597608206149,-1.19455451293381,-0.040317107,0.0021380284,0.019547688,322.67004,-65.76385,-17.152388,STD
2445672343000,0.284292,-1.4893513435441,9.85127143798132,-1.18131607538055,-0.032986723,0.0143553335,0.023823744,322.6308,-66.070404,-17.043127,STD
