timestamp,rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,label
12929719589000,0,3.68309184213802,9.2204751833877,-0.0536671262964115,-0.008857546,0.00030543262,0.0018325958,120.278564,-77.396576,11.72387,STD
12929724562000,0.004973,3.69265278093852,9.22525550303639,-0.0512768895995985,-0.01985312,-0.0030543262,0.005497787,120.32874,-77.3484,11.7891,STD
12929729551000,0.009962,3.7022444808532,9.23005120276035,-0.0488789626178168,-0.022602014,-0.0036651916,0.0061086523,120.378624,-77.30248,11.852608,STD
12929734547000,0.014958,3.70070458276456,9.23480086625302,-0.0382246952099276,-0.016493361,0.0070249503,0.009468411,120.3893,-77.23509,11.935293,STD
12929739533000,0.019944,3.69129897390063,9.23950376889742,-0.0217648684036047,-0.022602014,0.009468411,0.00061086525,120.40241,-77.171265,12.012267,STD
12929744567000,0.024978,3.68180281765894,9.2442519461762,-0.0051465835774856,-0.023518313,0.018325957,0.009773844,120.37107,-77.076614,12.119681,STD
12929749637000,0.030048,3.67223875088393,9.24903407943074,0.0115905447634806,-0.02687807,0.010995574,0.00061086525,120.344894,-76.991615,12.215965,STD
12929754528000,0.034939,3.67403846720425,9.2487463619825,0.0142564366570951,-0.027794369,0.0125227375,0.00061086525,120.30642175996,-76.9347330161779,12.2772236622851,STD
12929759527000,0.039938,3.68580816510965,9.24403838450192,0.00484067145048677,-0.03268129,0.01282817,0.009162978,120.2671,-76.876595,12.339835,STD
12929764570000,0.044981,3.69768145707543,9.23928896853181,-0.00465796906500147,-0.04550946,-0.0009162979,0.00580322,120.19812,-76.770515,12.453658,STD
12929769596000,0.050007,3.70951472406333,9.23455556288721,-0.0141245895747861,-0.035124753,0.012217305,0.008857546,120.068115,-76.63455,12.594964,STD
12929774571000,0.054982,3.72460176706867,9.23314111885777,-0.0972604775617462,-0.03481932,0.008246681,0.008857546,119.90371,-76.47216,12.760997,STD
12929779606000,0.060017,3.74382600229244,9.23554419844513,-0.267875687120702,-0.036957346,-0.004276057,0.012217305,119.74262,-76.315834,12.921732,STD
12929784575000,0.064986,3.76279824158278,9.23791577788299,-0.436254431172032,-0.035430185,-0.012217305,0.0030543262,119.54319,-76.141815,13.100294,STD
12929789577000,0.069988,3.78189647883983,9.2403031073956,-0.605751407977175,-0.030848695,-0.004276057,0.013744468,119.34775,-75.96921,13.277808,STD
12929794577000,0.074988,3.76689116256431,9.2352370294816,-0.482150726325683,-0.030543262,-0.0067195175,0.012217305,119.12378,-75.78374,13.467537,STD
12929799622000,0.080033,3.70953268690146,9.22089761020973,0.00539666618519979,-0.026572637,-0.0061086523,0.014049901,118.90258,-75.60326,13.653011,STD
12929804507000,0.084918,3.68524410415504,9.21191919174864,0.207005824005286,-0.017715093,-0.0012217305,0.009773844,118.62221,-75.43325,13.845215,STD
12929809614000,0.090025,3.70439301722704,9.20952552762688,0.0322718672539519,-0.027488936,0.00580322,0.0070249503,118.34803,-75.26874,14.02989,STD
