timestamp,rel_time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,label
8142107288000,0,1.21664364831065,9.70068881064131,0.460806711008061,-0.086132,0.077579886,0.04795292,178.47896,-87.49158,2.2176907,STD
8142112288000,0.005,1.22286524225789,9.70260313647699,0.461046002736986,-0.09193522,0.0852157,0.044593163,178.67793,-87.4631,2.19426,STD
8142117300000,0.010012,1.2291017680306,9.70452205669467,0.46128586876606,-0.09010262,0.08032878,0.03940081,178.87204,-87.43208,2.17478,STD
8142122284000,0.014996,1.23530345287721,9.70643025668767,0.461524394761453,-0.093462385,0.0842994,0.040927973,179.05609,-87.3948,2.1598632,STD
8142127290000,0.020002,1.24153251273719,9.70834687971435,0.461763973640452,-0.093462385,0.080634214,0.033292156,179.23877,-87.358574,2.1444163,STD
8142132331000,0.025043,1.24780512375479,9.71027690302188,0.462005227561555,-0.0870483,0.08735373,0.032070424,179.4125,-87.31851,2.1343446,STD
8142137255000,0.029967,1.25393214947403,9.71216213110486,0.4622408820562,-0.10323623,0.080634214,0.023823744,179.58672,-87.275734,2.1232636,STD
8142142281000,0.034993,1.2601860957098,9.71408641143488,0.462481418102115,-0.09987647,0.08307768,0.021685716,179.75203,-87.23479,2.1162755,STD
8142147305000,0.040017,1.26643755330798,9.71600992603457,0.462721858431339,-0.10262536,0.094989546,0.01863139,179.91249,-87.19047,2.1093466,STD
8142152340000,0.045052,1.27270269841285,9.7179376521511,0.462962825202367,-0.101098195,0.11484267,0.01863139,180.06601,-87.14634,2.1051142,STD
8142157279000,0.049991,1.27884838891393,9.71982862321158,0.463199197572199,-0.11209377,0.116980694,0.020463986,180.2175,-87.09878,2.102936,STD
8142162285000,0.054997,1.28507744877391,9.72174524623826,0.463438776451199,-0.08674286,0.116675265,0.016798794,180.36061,-87.059425,2.1011512,STD
8142167284000,0.059996,1.29129779840235,9.72365918920877,0.463678020321778,-0.08735373,0.12675454,0.022296581,180.49675,-87.01034,2.1043525,STD
8142172268000,0.06498,1.29749948324896,9.72556738920178,0.46391654631717,-0.094989546,0.12950343,0.02687807,180.63197,-86.96574,2.1081898,STD
8142177248000,0.06996,1.30369619082041,9.72747405773411,0.46415488087918,-0.086437434,0.119729586,0.025045475,180.76498,-86.92464,2.1134737,STD
8142182205000,0.074917,1.3098642790597,9.7293719203676,0.464392114699236,-0.0693332,0.11056661,0.025350908,180.89415,-86.882744,2.1221745,STD
8142187251000,0.079963,1.31614311167126,9.73130385800097,0.464633607912067,-0.063224554,0.099265605,0.028099801,181.02399,-86.84055,2.1326587,STD
8142192228000,0.08494,1.32233608628634,9.7332093779378,0.464871798899039,-0.06291912,0.09101892,0.029932396,181.1529,-86.80112,2.144441,STD
