#Acceleration force along the x y z axes (including gravity).
#timestamp(ns),x,y,z(m/s^2)
#Datetime: 16/12/2015 17:48:22
##########################################
#Activity: 19 - SLW - leaving work - 180s
#Subject ID: 6
#First Name: sub6
#Last Name: sub6
#Age: 22
#Height(cm): 172
#Weight(kg): 62
#Gender: Female
##########################################

@DATA
11534186048000, -7.07726, -0.6607997, 6.6175733
11534386517000, -7.019799, -0.641646, 7.019799
11534586570000, -7.0006456, -0.62249243, 6.8569937
11534607816000, -7.038953, -0.63206923, 7.0006456
11534618361000, -7.067683, -0.641646, 6.9527617
11534660482000, -7.0581064, -0.63206923, 6.6750345
11534691089000, -7.029376, -0.59376204, 6.3111157
11534701124000, -7.0485296, -0.62249243, 6.2632318
11534710790000, -7.067683, -0.641646, 6.129156
11534721173000, -7.0581064, -0.6607997, 6.1100025
11534730681000, -7.019799, -0.6512229, 6.196194
11534740847000, -7.0006456, -0.63206923, 6.253655
11534761744000, -7.029376, -0.6703765, 6.5122285
11534772286000, -7.0485296, -0.7278373, 6.6271505
11534782219000, -7.0006456, -0.6991069, 6.789956
11534793124000, -7.019799, -0.7182605, 6.8569937
11534803096000, -7.0964136, -0.7278373, 6.895301
11534833158000, -7.1059904, -0.641646, 6.83784
11534844861000, -7.1155677, -0.6607997, 6.789956
11534887344000, -7.0485296, -0.5554548, 6.215348
11534897200000, -7.086837, -0.5363012, 6.2249246
11534927035000, -7.07726, -0.58418524, 6.301539
11534937706000, -7.0581064, -0.59376204, 6.339846
11534947796000, -7.0485296, -0.58418524, 6.445191
11534958133000, -7.067683, -0.5746084, 6.483498
11534968663000, -7.0964136, -0.63206923, 6.588843
11534978154000, -7.07726, -0.6607997, 6.655881
11534988561000, -7.038953, -0.6799533, 6.751649
11534999091000, -7.0102224, -0.641646, 6.789956
11535008495000, -7.029376, -0.6512229, 6.8091097
11535028680000, -7.0102224, -0.6799533, 6.789956
11535039007000, -7.038953, -0.6512229, 6.8186865
11535049038000, -7.0102224, -0.641646, 6.751649
11535070806000, -7.0581064, -0.62249243, 6.579266
11535081185000, -7.029376, -0.641646, 6.5505357
11535092141000, -7.0581064, -0.59376204, 6.5122285
11535121772000, -7.07726, -0.62249243, 6.5122285
11535171822000, -7.1059904, -0.641646, 6.5601125
11535181826000, -7.086837, -0.61291564, 6.5984197
11535203010000, -7.1059904, -0.60333884, 6.5984197
11535213167000, -7.1251445, -0.61291564, 6.655881
11535223499000, -7.1155677, -0.60333884, 6.5984197
11535233219000, -7.1059904, -0.5746084, 6.6175733
11535244221000, -7.1251445, -0.59376204, 6.588843
11535264717000, -7.1155677, -0.60333884, 6.5601125
11535295120000, -7.1059904, -0.545878, 6.5122285
