#Acceleration force along the x y z axes (including gravity).
#timestamp(ns),x,y,z(m/s^2)
#Datetime: 15/12/2015 15:21:23
##########################################
#Activity: 21 - SRH - return home - 150s
#Subject ID: 53
#First Name: sub53
#Last Name: sub53
#Age: 27
#Height(cm): 186
#Weight(kg): 120
#Gender: Male
##########################################

@DATA
11912202349000, 4.0892963, 8.925584, -1.5035586
11912400739000, 4.453215, 8.724471, -1.8674773
11912600828000, 4.807557, 8.446744, -2.4037786
11912801069000, 4.501099, 8.791509, -2.4229321
11913001090000, 4.4723687, 8.724471, -2.1260512
11913201245000, 4.453215, 8.772355, -1.4077905
11913401519000, 4.596867, 8.6095495, -1.8483237
11913601507000, 4.5681367, 8.734048, -1.7621324
11913801153000, 4.4723687, 8.676587, -1.6089035
11913811666000, 4.453215, 8.66701, -1.5993267
11913831805000, 4.453215, 8.686164, -1.6567876
11913842381000, 4.4244847, 8.7532015, -1.6472107
11913852267000, 4.462792, 8.743625, -1.685518
11913874396000, 4.462792, 8.7532015, -1.6376339
11913883649000, 4.4723687, 8.734048, -1.5993267
11913905821000, 4.501099, 8.7053175, -1.5897499
11913914919000, 4.4723687, 8.772355, -1.5993267
11913935106000, 4.4244847, 8.7532015, -1.5897499
11913945999000, 4.414908, 8.772355, -1.5610195
11913966019000, 4.4436383, 8.686164, -1.5801731
11913975352000, 4.462792, 8.695741, -1.5514427
11913985540000, 4.4819455, 8.66701, -1.5610195
11913995982000, 4.462792, 8.695741, -1.5897499
11914025950000, 4.453215, 8.724471, -1.6280571
11914036273000, 4.4819455, 8.714894, -1.5993267
11914046295000, 4.4723687, 8.7532015, -1.6280571
11914067420000, 4.510676, 8.734048, -1.6472107
11914077522000, 4.5394063, 8.743625, -1.685518
11914098085000, 4.5202527, 8.734048, -1.685518
11914108105000, 4.4819455, 8.743625, -1.6376339
11914118372000, 4.453215, 8.762778, -1.5993267
11914130108000, 4.4340615, 8.7532015, -1.5705963
11914140334000, 4.414908, 8.772355, -1.532289
11914149750000, 4.4436383, 8.791509, -1.5514427
11914180316000, 4.4244847, 8.820239, -1.5610195
11914200303000, 4.414908, 8.791509, -1.532289
11914210503000, 4.462792, 8.7532015, -1.5131354
11914231032000, 4.3957543, 8.743625, -1.5897499
11914240734000, 4.3861775, 8.7532015, -1.6280571
11914251567000, 4.405331, 8.791509, -1.5705963
11914261015000, 4.4340615, 8.743625, -1.6280571
11914270702000, 4.453215, 8.724471, -1.5993267
11914292711000, 4.4244847, 8.781932, -1.6472107
11914302333000, 4.3957543, 8.772355, -1.6089035
11914312978000, 4.4340615, 8.762778, -1.5897499
11914322827000, 4.453215, 8.781932, -1.541866
11914332741000, 4.462792, 8.772355, -1.5897499
11914343622000, 4.4915223, 8.743625, -1.6280571
11914353538000, 4.5202527, 8.772355, -1.6089035
11914363561000, 4.510676, 8.7532015, -1.6280571
11914405203000, 4.501099, 8.734048, -1.733402
11914415208000, 4.548983, 8.714894, -1.6663644
11914425387000, 4.4915223, 8.724471, -1.6759412
11914435503000, 4.510676, 8.695741, -1.5993267
11914445840000, 4.462792, 8.714894, -1.5897499
11914456054000, 4.4244847, 8.724471, -1.5514427
11914466464000, 4.414908, 8.791509, -1.541866
11914476231000, 4.405331, 8.772355, -1.5705963
11914486158000, 4.414908, 8.743625, -1.5993267
11914506633000, 4.4244847, 8.7053175, -1.685518
11914516888000, 4.4436383, 8.66701, -1.7621324
11914527058000, 4.453215, 8.695741, -1.7717092
11914537259000, 4.4723687, 8.714894, -1.8004397
11914547443000, 4.4819455, 8.724471, -1.8387469
11914558076000, 4.5202527, 8.7053175, -1.8004397
11914578323000, 4.548983, 8.676587, -1.685518
11914608516000, 4.5298295, 8.762778, -1.5514427
11914618628000, 4.501099, 8.7532015, -1.5705963
11914629086000, 4.453215, 8.724471, -1.5801731
11914640134000, 4.405331, 8.762778, -1.5610195
11914660950000, 4.4244847, 8.772355, -1.6567876
11914670675000, 4.4340615, 8.743625, -1.7429788
11914680753000, 4.4723687, 8.714894, -1.7812861
11914690996000, 4.510676, 8.724471, -1.7717092
11914701163000, 4.55856, 8.7053175, -1.7142484
11914711623000, 4.548983, 8.695741, -1.733402
11914721263000, 4.5872903, 8.714894, -1.7046716
11914731507000, 4.55856, 8.686164, -1.6472107
11914754865000, 4.510676, 8.695741, -1.6184803
11914775237000, 4.4819455, 8.714894, -1.7142484
11914785129000, 4.4723687, 8.695741, -1.6950948
11914805553000, 4.462792, 8.647857, -1.7812861
11914825732000, 4.4723687, 8.66701, -1.7717092
11914846196000, 4.462792, 8.714894, -1.8004397
11914886046000, 4.501099, 8.628703, -1.7717092
